GUID,Original Example,ChatGPT's Paraphrase,Label
30,Creating a bundle - What's going wrong?,Why isn't the bundle creation working as intended?,cocoa
31,Qt 4.5.3 QEvent::EnterEditFocus,EnterEditFocus event in Qt 4.5.3,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,Focus editing event in Qt 4.5.3,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,The EnterEditFocus event in Qt version 4.5.3,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,Edit focus enter event of Qt 4.5.3,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,The Qt version 4.5.3's EnterEditFocus event,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,Qt's EnterEditFocus event in the 4.5.3 version,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,Focus editing entering event of Qt 4.5.3,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,EnterEditFocus event occurrence in Qt 4.5.3,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,Focus editing entrance event in Qt 4.5.3,qt
31,Qt 4.5.3 QEvent::EnterEditFocus,Qt version 4.5.3 includes the EnterEditFocus event.,qt
32,svn + repostiory location,The repository location for svn.,svn
32,svn + repostiory location,The location of the svn repository.,svn
32,svn + repostiory location,The place where the svn repository is situated.,svn
32,svn + repostiory location,The position of the svn repository location.,svn
32,svn + repostiory location,Where the svn repository is located.,svn
32,svn + repostiory location,The physical site of the svn repository.,svn
32,svn + repostiory location,The geographic location of the svn repository.,svn
32,svn + repostiory location,The spot where the svn repository exists.,svn
32,svn + repostiory location,The exact place of the svn repository location.,svn
32,svn + repostiory location,The whereabouts of the svn repository.,svn
33,fatal error Varien_Autoload not found,Magnitude failure Varien_Autoload not detected,magento
33,fatal error Varien_Autoload not found,Catastrophic malfunction - Varien_Autoload not located,magento
33,fatal error Varien_Autoload not found,Critical mistake - Varien_Autoload not present,magento
33,fatal error Varien_Autoload not found,Devastating error - Varien_Autoload not discovered,magento
33,fatal error Varien_Autoload not found,Serious blunder - Varien_Autoload not identified,magento
33,fatal error Varien_Autoload not found,Disastrous mishap - Varien_Autoload not uncovered,magento
33,fatal error Varien_Autoload not found,Tragic blunder - Varien_Autoload not spotted,magento
33,fatal error Varien_Autoload not found,Lethal defect - Varien_Autoload not found,magento
33,fatal error Varien_Autoload not found,Grave slip-up - Varien_Autoload not obtained,magento
33,fatal error Varien_Autoload not found,Severe fault - Varien_Autoload not tracked down,magento
34,Sharepoint - Providing data outisde intranet,Sharepoint - Allowing access to data beyond the intranet,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Revealing data outside the intranet framework,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Granting access to information beyond the intranet environment,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Making data accessible outside of the intranet zone,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Enabling data distribution beyond the intranet perimeter,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Disseminating data beyond the intranet confines,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Broadcasting data beyond the intranet network,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Sharing data outside the intranet jurisdiction,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Disclosing data beyond the intranet parameters,sharepoint
34,Sharepoint - Providing data outisde intranet,Sharepoint - Dispensing data beyond the intranet limits,sharepoint
35,Is QuickSilver dead?,Is Quicksilver deceased?,osx
35,Is QuickSilver dead?,Has Quicksilver left this world?,osx
35,Is QuickSilver dead?,Did Quicksilver pass away?,osx
35,Is QuickSilver dead?,Has Quicksilver met his demise?,osx
35,Is QuickSilver dead?,Is Quicksilver no longer with us?,osx
35,Is QuickSilver dead?,Has Quicksilver departed from this life?,osx
35,Is QuickSilver dead?,Did Quicksilver meet his end?,osx
35,Is QuickSilver dead?,Is Quicksilver no longer alive?,osx
35,Is QuickSilver dead?,Has Quicksilver breathed his last?,osx
35,Is QuickSilver dead?,Did Quicksilver expire?,osx
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",IntelliSense for Microsoft Visual C# is no longer functioning in a F# referenced project.,visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",The IntelliSense feature of Microsoft Visual C# has ceased to work within a F# project reference.,visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",Microsoft Visual C#'s ability to provide IntelliSense has halted in a F# referencing project.,visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""","In a project referencing F#, IntelliSense for Microsoft Visual C# has stopped functioning.",visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",The IntelliSense function of Microsoft Visual C# has stopped working in a F# project reference.,visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",A F# referenced project is causing issues with Microsoft Visual C#'s IntelliSense feature.,visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",The ability of Microsoft Visual C# to provide IntelliSense to a F# referenced project has been lost.,visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",Microsoft Visual C#'s IntelliSense has stopped operating in a project that references F#.,visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",A project that makes reference to F# is causing issues with Microsoft Visual C#'s IntelliSense functionality.,visual-studio
36,"""""""Microsoft Visual C# IntelliSense has stopped working"""" in project referencing F#""",The functionality of IntelliSense for Microsoft Visual C# is hindered in a project that references F#.,visual-studio
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,How can I transform a created URL (permalink) into a visually appealing URL on Wordpress?,wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,What is the process of turning a produced URL (permalink) into an attractive URL on Wordpress?,wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,"In Wordpress, what steps can be taken to change an autogenerated URL (permalink) into a nicer URL?",wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,How do I modify an automatically generated URL (permalink) into a more aesthetically pleasing URL on Wordpress?,wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,"On Wordpress, what is the way to change a computer-generated URL (permalink) to a more attractive URL?",wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,What is the procedure for converting a computer-generated URL (permalink) into a better-looking URL on Wordpress?,wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,How do I convert a machine-generated URL (permalink) into a more appealing URL on Wordpress?,wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,"In Wordpress, how do I transform a machine-generated URL (permalink) into a more visually appealing URL?",wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,What are the necessary steps on Wordpress to change an autogenerated URL (permalink) into a more beautiful URL?,wordpress
37,Wordpress: How do I convert a generated URL (permalink) to a pretty URL?,How can I alter an automatically generated URL (permalink) to a more elegant URL on Wordpress?,wordpress
38,Visual Studio plug-in that mimics eclipse environment,A tool for Visual Studio that simulates the environment of eclipse.,visual-studio
38,Visual Studio plug-in that mimics eclipse environment,A Visual Studio extension that imitates the working environment of eclipse.,visual-studio
38,Visual Studio plug-in that mimics eclipse environment,An eclipse-like environment in Visual Studio realized through a plug-in.,visual-studio
38,Visual Studio plug-in that mimics eclipse environment,A plug-in for Visual Studio that creates an interface similar to eclipse.,visual-studio
38,Visual Studio plug-in that mimics eclipse environment,A Visual Studio add-on that duplicates eclipse's workspace settings.,visual-studio
38,Visual Studio plug-in that mimics eclipse environment,A tool that enables Visual Studio to emulate the eclipse development environment.,visual-studio
38,Visual Studio plug-in that mimics eclipse environment,A Visual Studio extension that mirrors the eclipse coding environment.,visual-studio
38,Visual Studio plug-in that mimics eclipse environment,A plug-in for Visual Studio that mimics the functionality of eclipse.,visual-studio
